role,city,salary_min,salary_max,skills,experience,description,industry,posting_date,month
Senior Business Analyst,Bangalore,16.5,27.5,Computer scienceData modelingAnalyticalMachine learningData qualityBusiness intelligenceTroubleshootingMonitoring,11,Computer scienceData modelingAnalyticalMachine learningData qualityBusiness intelligenceTroubleshootingMonitoring,IT,2026-02-15,Feb
Patient Analytics and Model Building,Bangalore,7.5,12.5,IT servicesSupply chainBusiness objectsData analysisSAPManager Quality AssuranceAgileData quality,5,IT servicesSupply chainBusiness objectsData analysisSAPManager Quality AssuranceAgileData quality,IT,2026-02-15,Feb
FX Operations - Assistant Vice President,Bangalore,6.0,10.0,Performance tuningAutomationDb2Data modelingRDBMSAgileOracleTeradata,4,Performance tuningAutomationDb2Data modelingRDBMSAgileOracleTeradata,IT,2026-02-15,Feb
Practitioner Communication & Integration,Bangalore,10.5,17.5,Computer scienceSQL queriesData analysisdata scienceInstrumentationE-commerceInformation technologyOperations,7,Computer scienceSQL queriesData analysisdata scienceInstrumentationE-commerceInformation technologyOperations,IT,2026-02-15,Feb
Sr Power BI Developer - Bangalore Location (Interview Mode: In person),Bangalore,12.0,20.0,Computer scienceSQL queriesData analysistableaudata scienceInstrumentationE-commerceOperations,8,Computer scienceSQL queriesData analysistableaudata scienceInstrumentationE-commerceOperations,IT,2026-02-15,Feb
Assistant Manager Financial Innovation Team,Bangalore,6.0,10.0,SQLPythonData VisualizationDataSenior,4,SQLPythonData VisualizationDataSenior,IT,2026-02-15,Feb
Associate Consultant-Analytics,Bangalore,12.0,20.0,HospitalityBfsiConsultingHealthcareData miningForecastingCRMRecruitment,8,HospitalityBfsiConsultingHealthcareData miningForecastingCRMRecruitment,IT,2026-02-15,Feb
Urgent & immediate requirement For EDI Support,Bangalore,6.0,10.0,Data analysisAutomationData managementData modelingHadoopData qualitybig dataYARN,4,Data analysisAutomationData managementData modelingHadoopData qualitybig dataYARN,IT,2026-02-15,Feb
Assistant Vice President,Bangalore,7.5,12.5,Data analysisAutomationData managementData modelingHadoopData qualitybig dataYARN,5,Data analysisAutomationData managementData modelingHadoopData qualitybig dataYARN,IT,2026-02-15,Feb
Language Expert- Korean,Bangalore,9.0,15.0,Data analysisSales strategyData managementData modelingMarket intelligenceData qualitymarket dataBusiness intelligence,6,Data analysisSales strategyData managementData modelingMarket intelligenceData qualitymarket dataBusiness intelligence,IT,2026-02-15,Feb
Financial Systems Manager,Delhi,9.0,15.0,Business IntelligencePower BiExcel DashboardsPower Bi ReportsPower Bi DashboardsSQL Server Analysis ServicesBusiness AnalyticsMicrosoft Power Bi,6,Business IntelligencePower BiExcel DashboardsPower Bi ReportsPower Bi DashboardsSQL Server Analysis ServicesBusiness AnalyticsMicrosoft Power Bi,IT,2026-02-15,Feb
Manager - Americas,Delhi,4.0,8.0,AutomationData analysisData managementNetworkingData modelingData qualitybig dataYARN,2,AutomationData analysisData managementNetworkingData modelingData qualitybig dataYARN,IT,2026-02-15,Feb
MIS Executive,Delhi,4.5,8.0,pythonprocesssasdata manipulationscalaverbal communicationdrug developmentclinical programming,3,pythonprocesssasdata manipulationscalaverbal communicationdrug developmentclinical programming,IT,2026-02-15,Feb
Hiring Senior Power BI Developer Remote Working Part-Time / Contract,Bangalore,6.0,10.0,CostingPower BiAdvanced ExcelTableauPowerappsAnalyticalData AnalysisAdvance Sql,4,CostingPower BiAdvanced ExcelTableauPowerappsAnalyticalData AnalysisAdvance Sql,IT,2026-02-15,Feb
Cargo Business Marketing and Analytics Manager,Bangalore,9.0,15.0,Computer visionPrototypeGITImage processingGCPAnalyticalMachine learningNatural language processing,6,Computer visionPrototypeGITImage processingGCPAnalyticalMachine learningNatural language processing,Marketing,2026-02-15,Feb
ANIMATOR 2D,Delhi,4.5,8.0,SupervisorUsagePDFProject managementMentorData analyticsSPSSManagement,3,SupervisorUsagePDFProject managementMentorData analyticsSPSSManagement,IT,2026-02-15,Feb
Service Delivery Manager - Analytics Services,Bangalore,9.0,15.0,PysparkAlgorithmsPython FrameworkRelational DatabasesData StructuresData EngineeringAws CloudPandas,6,PysparkAlgorithmsPython FrameworkRelational DatabasesData StructuresData EngineeringAws CloudPandas,IT,2026-02-15,Feb
Manager Workforce Management - Reporting & Analytics,Bangalore,4.0,8.0,AutomationData analysisData migrationData managementCodingFixed incomePackagingPLSQL,1,AutomationData analysisData migrationData managementCodingFixed incomePackagingPLSQL,IT,2026-02-15,Feb
Quantitative Strategist,Delhi,4.5,8.0,Performance tuningData analysisSSRSScrumInformaticaStored proceduresSSISmicrosoft,3,Performance tuningData analysisSSRSScrumInformaticaStored proceduresSSISmicrosoft,IT,2026-02-15,Feb
Azure Architect,Mumbai,7.5,12.5,System architecturePostgresqlMySQLData qualityMongoDBdata mappingMonitoringSQL,5,System architecturePostgresqlMySQLData qualityMongoDBdata mappingMonitoringSQL,IT,2026-02-15,Feb
Office Assistant,Bangalore,4.0,8.0,AzureAzure DatabricksETLPythonSQLAzure Data FactoryPysparkAzure Data Lake,2,AzureAzure DatabricksETLPythonSQLAzure Data FactoryPysparkAzure Data Lake,IT,2026-02-15,Feb
Aws Architect,Bangalore,6.0,10.0,Statistical analysisUser interface designingBusiness analyticsAnalyticalMySQLAutodeskData miningAWS,4,Statistical analysisUser interface designingBusiness analyticsAnalyticalMySQLAutodeskData miningAWS,IT,2026-02-15,Feb
Executive Trainee,Bangalore,12.0,20.0,Data analysisProcess optimizationSimulationDatabase designPharmaExpertArchivingData mining,8,Data analysisProcess optimizationSimulationDatabase designPharmaExpertArchivingData mining,IT,2026-02-15,Feb
Business Development Associate,Bangalore,4.0,8.0,T-SQLData migrationGITSQL databaseDeploymentpower biCosmosSSIS,2,T-SQLData migrationGITSQL databaseDeploymentpower biCosmosSSIS,IT,2026-02-15,Feb
BigData Architect,Bangalore,7.5,12.5,PythonQuant ResearchData ScienceNLPSASMachine learningAdvanced Analyticspredictive analytics,5,PythonQuant ResearchData ScienceNLPSASMachine learningAdvanced Analyticspredictive analytics,IT,2026-02-15,Feb
Business Consultant- CPG,Bangalore,19.5,32.5,Relationship managementStakeholder EngagementData analysisData managementBusiness AnalystBusiness analysisAnalyticalCredit risk,13,Relationship managementStakeholder EngagementData analysisData managementBusiness AnalystBusiness analysisAnalyticalCredit risk,IT,2026-02-15,Feb
Hiring For AVP MRM Role,Delhi,4.5,8.0,metadataData managementBusiness analyticsAnalyticalMachine learningUser acceptance testingAnalyticsSQL,3,metadataData managementBusiness analyticsAnalyticalMachine learningUser acceptance testingAnalyticsSQL,IT,2026-02-15,Feb
Animator,Bangalore,4.5,8.0,sqlpythonsql queriesadvanced exceldata structuresbusiness analystDataQuery,3,sqlpythonsql queriesadvanced exceldata structuresbusiness analystDataQuery,IT,2026-02-15,Feb
Mis Executive,Gurgaon,9.0,15.0,BPOJournal entriesFinancial reportingHedge fundsCash flowCash managementNet asset valueMonitoring,6,BPOJournal entriesFinancial reportingHedge fundsCash flowCash managementNet asset valueMonitoring,IT,2026-02-15,Feb
Azure Open AI Specialist,Noida,9.0,15.0,Solution architectureBusiness AnalystAnalyticalFinanceHealthcareOracle ERPData analyticsCustomer service,6,Solution architectureBusiness AnalystAnalyticalFinanceHealthcareOracle ERPData analyticsCustomer service,IT,2026-02-15,Feb
Director- Business Intelligence,Delhi,10.5,17.5,Financial reportingMS AccessFinancial planningpower bidata visualizationUS healthcareContinuous improvementVariance analysis,7,Financial reportingMS AccessFinancial planningpower bidata visualizationUS healthcareContinuous improvementVariance analysis,IT,2026-02-15,Feb
"Manager, Model Validation",Gurgaon,10.5,17.5,Financial statementsExcelFinancial reportingMS AccessFinancial planningSenior Business AnalystUS healthcareContinuous improvement,7,Financial statementsExcelFinancial reportingMS AccessFinancial planningSenior Business AnalystUS healthcareContinuous improvement,IT,2026-02-15,Feb
PRINCIPAL PROGRAMMER,Delhi,10.5,17.5,VMwareMS SQLService levelNetworkingDb2PostgresqlMySQLEMC,7,VMwareMS SQLService levelNetworkingDb2PostgresqlMySQLEMC,IT,2026-02-15,Feb
Power Apps and Power BI Developer,Delhi,12.0,20.0,AzureGPTGernerative AIMachine LearningPythonArtificial IntelligenceNatural Language ProcessingAzure Sy,8,AzureGPTGernerative AIMachine LearningPythonArtificial IntelligenceNatural Language ProcessingAzure Sy,IT,2026-02-15,Feb
Model Validation - Credit risk Models,Gurgaon,4.5,8.0,CROGoogle AnalyticsWeb analyticsAnalyticalJavascriptData collectionHTMLSEM,3,CROGoogle AnalyticsWeb analyticsAnalyticalJavascriptData collectionHTMLSEM,IT,2026-02-15,Feb
AI Researcher,Pune,22.5,37.5,Data CleansingData ExtractionData MiningAdvanced ExcelVendor ManagementMS OfficeBulk SmsCrm Software,15,Data CleansingData ExtractionData MiningAdvanced ExcelVendor ManagementMS OfficeBulk SmsCrm Software,IT,2026-02-15,Feb
Director Advisory,Mumbai,4.0,8.0,Power AppsSaFeData AnalyticsQlikSensePythonAgile delivery frameworkAdobe XDGoogle Cloud Platform,2,Power AppsSaFeData AnalyticsQlikSensePythonAgile delivery frameworkAdobe XDGoogle Cloud Platform,IT,2026-02-15,Feb
Digital Intelligence and Analytics Executive,Delhi,4.0,8.0,data scienceSASMATLABPythonSTATAMachine learningSPSSMarketing analytics,2,data scienceSASMATLABPythonSTATAMachine learningSPSSMarketing analytics,IT,2026-02-15,Feb
Business Analytics 5,Mumbai,13.5,22.5,GISData analysisVisual BasicSimulationPlanning engineeringEngineering project managementData analyticsOperations,9,GISData analysisVisual BasicSimulationPlanning engineeringEngineering project managementData analyticsOperations,IT,2026-02-15,Feb
Machine Learning Engineer_ 3-5years_ Gurgaon,Delhi,4.5,8.0,Data analysisC++SimulationAnalyticalmarket dataResearchData miningMATLAB,3,Data analysisC++SimulationAnalyticalmarket dataResearchData miningMATLAB,IT,2026-02-15,Feb
Management Trainee,Gurgaon,6.0,10.0,Power BIUi/UxProject Management OfficeProject Portfolio ManagementWaterfallSynthesiaPMPKanban,4,Power BIUi/UxProject Management OfficeProject Portfolio ManagementWaterfallSynthesiaPMPKanban,IT,2026-02-15,Feb
Hiring For Catastrophe Modelling Fresher's - Gallagher - Mumbai,Gurgaon,4.0,8.0,Consumer Packaged GoodsanalyticsCPGStatisticsCPG online strategyData ScienceData EngineeringSAS,2,Consumer Packaged GoodsanalyticsCPGStatisticsCPG online strategyData ScienceData EngineeringSAS,IT,2026-02-15,Feb
Content Creator Freelancer,Pune,6.0,10.0,Credit risk StrategySASSQLcredit riskrisk strategyAcquisition StrategyConsumer Credit strategyanalytics,4,Credit risk StrategySASSQLcredit riskrisk strategyAcquisition StrategyConsumer Credit strategyanalytics,IT,2026-02-15,Feb
Project Manager,Noida,10.5,17.5,Product StrategyProduct ManagementSoftware DevelopmentCredit ScoringProduct RoadmapData ScienceProduct DevelopmentMachine Learning,7,Product StrategyProduct ManagementSoftware DevelopmentCredit ScoringProduct RoadmapData ScienceProduct DevelopmentMachine Learning,IT,2026-02-15,Feb
Online Bidders and Business Development Managers,Gurgaon,7.5,12.5,pythonAcademic ResearchSubject Matter ExpertiseAcademic WritingRReport WritingSubjectWriting,5,pythonAcademic ResearchSubject Matter ExpertiseAcademic WritingRReport WritingSubjectWriting,IT,2026-02-15,Feb
Management Trainee - Implementation & Support,Gurgaon,4.0,8.0,IT servicesAutomationData analysisData migrationSAPPeopleSoftData structuresOracle,1,IT servicesAutomationData analysisData migrationSAPPeopleSoftData structuresOracle,IT,2026-02-15,Feb
Business Consultant (Trainee),Noida,13.5,22.5,AssuranceData managementdata securityGCPData ArchitectArchitectural designAgileData analytics,9,AssuranceData managementdata securityGCPData ArchitectArchitectural designAgileData analytics,IT,2026-02-15,Feb
Business Development,Hyderabad,7.5,12.5,AssuranceData managementdata securityData ArchitectArchitectural designAgileData analyticsBusiness intelligence,5,AssuranceData managementdata securityData ArchitectArchitectural designAgileData analyticsBusiness intelligence,IT,2026-02-15,Feb
IOT Expert,Bangalore,4.5,8.0,Fraud PreventionStatistical ModelingData AnalyticsFraud AnalyticsPythonFraud DetectionModelingStatistics,3,Fraud PreventionStatistical ModelingData AnalyticsFraud AnalyticsPythonFraud DetectionModelingStatistics,IT,2026-02-15,Feb
Freshers,Chennai,10.5,17.5,IT servicesSolution architectureData dictionaryERPAutomationData analysisData migrationData conversion,7,IT servicesSolution architectureData dictionaryERPAutomationData analysisData migrationData conversion,IT,2026-02-15,Feb
BA/BE Project Coordinator,Other,4.0,8.0,ADFSap HanaMl AlgorithmsPythonSQLSCALAETLData Bricks,2,ADFSap HanaMl AlgorithmsPythonSQLSCALAETLData Bricks,IT,2026-02-15,Feb
Property Surveyor,Hyderabad,15.0,25.0,Dialeranalytics expertAviationmanagerBIdialer operationsReportingdeveloping strategies,10,Dialeranalytics expertAviationmanagerBIdialer operationsReportingdeveloping strategies,IT,2026-02-15,Feb
Business Consultant- Operations,Bangalore,6.0,10.0,TelecomSemiconductorTelecommunicationHealthcareLife sciencesSiliconFirmwareAutomotive,4,TelecomSemiconductorTelecommunicationHealthcareLife sciencesSiliconFirmwareAutomotive,IT,2026-02-15,Feb
Online Bidding,Chennai,6.0,10.0,Process monitoringDelivery excellenceTeam managementComplianceGCPProject managementData ArchitectStrategic planning,4,Process monitoringDelivery excellenceTeam managementComplianceGCPProject managementData ArchitectStrategic planning,IT,2026-02-15,Feb
Business Development Executive,Pune,4.0,8.0,ProcurementSupply chainAutomationMarket intelligenceAgileData qualityTroubleshootingLogistics,2,ProcurementSupply chainAutomationMarket intelligenceAgileData qualityTroubleshootingLogistics,IT,2026-02-15,Feb
Online Bidding,Mumbai,12.0,20.0,Supply chainGITAnalyticalMySQLManager TechnologyAgileOraclebig data,8,Supply chainGITAnalyticalMySQLManager TechnologyAgileOraclebig data,IT,2026-02-15,Feb
ML Ops Engineer,Delhi,10.5,17.5,TelecomSemiconductorTelecommunicationHealthcareFirmwareAutomotiveMonitoringAnalytics,7,TelecomSemiconductorTelecommunicationHealthcareFirmwareAutomotiveMonitoringAnalytics,IT,2026-02-15,Feb
Principal Machine Learning Ops Engineer,Hyderabad,16.5,27.5,TelecomSemiconductorDevelopment ManagerMachine learningHealthcareLife sciencesAutomotiveAnalytics,11,TelecomSemiconductorDevelopment ManagerMachine learningHealthcareLife sciencesAutomotiveAnalytics,IT,2026-02-15,Feb
Computer Vision Engineer,Hyderabad,4.5,8.0,Supply chainAutomationCodingMachine learningData miningMonitoringAnalyticsSQL,3,Supply chainAutomationCodingMachine learningData miningMonitoringAnalyticsSQL,IT,2026-02-15,Feb
Al/ML Engineer,Hyderabad,10.5,17.5,Data engineeringAzurePower BIAgile methodologiesHadoopKafkaBigdataTableau,7,Data engineeringAzurePower BIAgile methodologiesHadoopKafkaBigdataTableau,IT,2026-02-15,Feb
Artificial Intelligence/Machine Learning Engineer - R/Python,Pune,4.5,8.0,GITData managementData processingmicrosoftOpen sourceJIRAciscoMonitoring,3,GITData managementData processingmicrosoftOpen sourceJIRAciscoMonitoring,IT,2026-02-15,Feb
Machine Learning Engineer,Pune,7.5,12.5,GITData managementGCPData processingmicrosoftJIRAciscoMonitoring,5,GITData managementGCPData processingmicrosoftJIRAciscoMonitoring,IT,2026-02-15,Feb
Machine Learning Engineer,Other,16.5,27.5,PysparkscalaData BricksazureDataAzure Data FactoryBricksHiring,11,PysparkscalaData BricksazureDataAzure Data FactoryBricksHiring,IT,2026-02-15,Feb
ML Ops Engineer,Pune,15.0,25.0,PythonAirflowPysparkAzure Data BricksSQLData EngineeringMicrosoft AzureBricks,10,PythonAirflowPysparkAzure Data BricksSQLData EngineeringMicrosoft AzureBricks,IT,2026-02-15,Feb
AI Engineer,Chennai,4.5,8.0,pythonHiveHadoopMapreduceSparkBig DataData,3,pythonHiveHadoopMapreduceSparkBig DataData,IT,2026-02-15,Feb
Machine Learning Engineer,Bangalore,9.0,15.0,Data ManagementAzure SynapseAzure Data FactoryADLSBig Data implementationData ModellingJavaScala,6,Data ManagementAzure SynapseAzure Data FactoryADLSBig Data implementationData ModellingJavaScala,IT,2026-02-15,Feb
ML Engineer,Hyderabad,15.0,25.0,Agile SDLCPythonData EngineeringAgileSDLCSemanticAgile FrameworkData,10,Agile SDLCPythonData EngineeringAgileSDLCSemanticAgile FrameworkData,IT,2026-02-15,Feb
